CNES,FANTASIA
0133604,MANUELLA SILVEIRA DE FREITAS
0133701,GABRIELA BALBINOT
0133736,LUIS FELIPE PEDROSO LOPES
0133825,BRUNA DE SOUZA LINDENMAIER
0133906,SAO JOAO FARMACIAS
0133973,LEITOS DE INTERNACAO COMPLEXO HOSPITALAR
0134058,CENTRAL DO EXAME LABORATORIO DE ANALISES CLINICAS
0134090,CRESCER MEDICINA DO DESENVOLVIMENTO
0134120,SAO JOAO FARMACIAS
0134139,SAO JOAO FARMACIAS
0134147,SAO JOAO FARMACIAS
0134155,SAO JOAO FARMACIAS
0134171,SAO JOAO FARMACIAS
0134201,VIBRA PILATES E FISIOTERAPIA
0134317,SAO JOAO FARMACIAS
0134732,LUCIANO MULLER CORREA DA SILVA
0134767,JOSEANE DE LAZZARI DRESSLER
0134945,LABORATORIO TICIANI E TURELA LTDA ME
0135038,SAO JOAO FARMACIAS
0135054,MACHADO ASSISTENCIA
0135127,CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19
0135208,LEONARDO DOS SANTOS FISIOTERAPIA
0135224,AMAURI GILSON ZIMMERMANN
0135518,IRONWORKS PRIME
0135682,SAO JOAO FARMACIAS
0135933,SAO JOAO FARMACIAS
0135968,RADIART RADIOLOGIA ODONTOLOGICA
0135976,ORTOPEDI CLINICA DE ORTOPEDIA PEDIATRICA
0136026,ORTOTRAUMARAU
0136034,CONSULTORIO CLINICO ADRIANO IMPERATORI
0136190,SAO JOAO FARMACIAS
0136204,SAO JOAO FARMACIAS
0136212,SAO JOAO FARMACIAS FILIAL 06
0136255,RONALDO CAVALHEIRO
0136336,SAO JOAO FARMACIAS
0136387,PAULO MARTINS DE SOUZA
0136395,RODRIGO PEREIRA DUQUIA
0136409,LEONARDO ALBARELLO
0136417,GERSON VETTORATO
0136425,LUCIANA DORNELLES SAMPAIO PERES
0136433,ANA PATRICIA DORNELES MARTINS
0136514,COMERCIO DE MEDICAMENTOS BRAIR LTDA
0136670,FARMACIA DUCENTRO
0136727,ELLOS PSICOLOGIA E DESENVOLVIMENTO
0136794,ROKSANNY CARNEIRO CARRIJO
0136832,SAO JOAO FARMACIAS FILIAL 02
0137162,HOSPITAL DE CARIDADE E BENEFICÊNCIA
0137170,COELHO & JUNG INSTITUTO DE OFTALMOLOGIA LTDA
0137189,UNIDADE SANITÁRIA 03 - PRÉDIO HOSPITAL DA LIGA
0137197,UNIDADE SANITÁRIA 11 - BOSQUE
0137200,PROGRAMA DE SAÚDE DA FAMÍLIA 01 - BAIRRO PROMORAR
0137219,SIND TRAB IND ALIMENTAÇÃO
0137227,SINDICATO DOS TRABALHADORES RURAIS
0137235,SIND TRABALHADORES INDÚSTRIA CONSTRUÇÃO E MOBILIÁRIO
0137243,UNIMED
0137251,LABORATÓRIO DALMOLIM FIGUEIRÓ
0137278,LABORATÓRIO DE PATOLOGIA CIRURGICA CITOPATOLÓGICO LTDA
0137286,REVICLIN CLINICA RENAL LTDA
0137294,PROGRAMA DE AGENTES COMUNITÁRIOS DE SAÚDE - PACS
0137308,SINDICATO DOS FUNCIONÁRIOS MUNICIPAIS
0137316,UNIDADE SANITÁRIA  01 - EX INAMPS
0137324,UNIDADE SANITÁRIA 02 - LABORATÓRIO REGIONAL
0137332,UNIDADE MÓVEL
0137340,UNIDADE SANITÁRIA 04 - CENTRO SOCIAL URBANO
0137359,UNIDADE SANITÁRIA 06 - TRES VENDAS
0137367,UNIDADE SANITÁRIA 08 - PIQUIRI
0137375,UNIDADE SANITÁRIA 09 - CAPANÉ
0137383,UNIDADE SANITÁRIA 10 - MINERAÇÃO
0137391,UNIDADE SANITÁRIA 12 - FERREIRA
0137405,UNIDADE SANITÁRIA 14 - MARINA
0137413,UNIDADE SANITÁRIA 15 - CERRO DOS PEIXOTO
0137421,PROGRAMA DE SAÚDE DA FAMÍLIA 03 - NOËMIA
0137448,SANTA CASA DE MISERICORDIA DE ARROIO GRANDE
0137456,PRONTO ATENDIMENTO MEDICO CENTRAL
0137464,POSTO MEDICO DE SANTA ISABEL
0137472,POSTO DE SAUDE BAIRRO PRÓ-MORAR
0137480,P.S. BAIRRO SÃO JOSÉ
0137499,P.S.BAIRRO ABC
0137502,POSTO DE SAUDE BAIRRO VIDAL
0137510,UNIDADE BASICA DE SAUDE
0137529,UNIDADE DE VIGILANCIA SANITARIA
0137537,UNIDADE MOVEL TERRESTRE I
0137545,POSTO COXILHA
0137553,CENTRO DE SAUDE - SEDE
0137561,SOCIEDADE HOSPITALAR SAO JOSE
0137588,CS - MATERNO INFANTIL - SÃO LUIZ GONZAGA
0137596,CS - SMS CAIBATÉ
0137618,CS - SMS CERRO LARGO
0137626,CS - SMS DEZESSEIS DE NOVEMBRO
0137634,CS - SMS EUGENIO DE CASTRO
0137642,CS - SMS GUARANI DAS MISSÕES
0137650,CS - SMS PIRAPÓ
0137669,CS - SMS PORTO XAVIER
0137677,CS - SMS ROQUE GONZALES
0137685,CS - SMS SALVADOR DAS MISSÕES
0137693,CS - SMS SANTO ANTONIO DAS MISSÕES
0137707,CS - SMS SAO NICOLAU
0137715,CS - SMS SÃO PEDRO DO BUTIÁ
0137723,CS - SMS SÃO MIGUEL DAS MISSÕES
0137731,HOSPITAL SANTO ANTONIO - SANTO ANTONIO MISSÕES
0137758,HOSPITAL SÃO MIGUEL ARCANJO
0137766,HOSPITAL SÃO NICOLAU
0137774,HOSPITAL KITZMANN
0137782,HOSPITAL SANTO ANTONIO - ROQUE GONZALES
0137790,HOSPITAL DE PORTO XAVIER
0137804,HOSPITAL DE CARIDADE DE PIRAPÓ
0137812,HOSPITAL SÃO CAMILO
0137820,CS - SMS ENTRE IJUÍS
0137839,ELIZEU BATISTA GARCIA
0137847,NILZA MENDES DE CAMPOS
0137855,DALTON DJALMAR STEFFENS
0137863,LUIZ WENZEL
0137871,NARCISO LUIZ RECH
0137898,PAULO MATIAS MUNCHEN
0137901,RENE SCHWENGBER
0137928,ROSELAINE MARIA RECH
0137936,WANIUS RONY MAFFACIOLI
0137944,ARI LUIZ DOMINGUES
0137952,CECILIO STANKOWSKI BOBRZYK
0137960,JANINA GWADERA BOBRZYK
0137979,AMAURI DA LUZ
0137987,EDGAR CARDOSO DOS SANTOS
0137995,NELIDA ROSA ZORZAN DA LUZ
0138002,PAULO SOMMER
0138010,EDISON MACHADO DE OLIVEIRA
0138029,LEANDRO FERRARI PIGATTO
0138037,MANOEL ANTONIO DE MORAIS OURIQUE
0138045,WINETON GRAS ALMEIDA
0138053,ALDA DOLORES GOMES XIMENES
0138061,DANTON DE DEUS RAMOS MORAIS
0138088,LUIS CARLOS PRAXEDES DOS SANTOS
0138096,LUIZ GRINGS
0138118,RICARDO SARATT RODRIGUES
0138126,RAQUEL CORREA DO AMARAL
0138134,JOSE NILSON MARTINS MENEZES
0138142,ANSELMO VIEIRA FRANCO
0138150,ARMANDO MARASCHIN
0138169,AROLDO JOAO SCHMITT
0138177,CARLOS ALBERTO NOAL
0138185,CARLOS STRELOW NETO
0138193,CESAR AUGUSTO BELINASO
0138207,CLAUDIA BEATRIZ SIMM COSTA
0138215,CLEIA MARIA CASTRO SANTOS DA CRUZ
0138223,DENISE VERARDI
0138231,ELOI ALONSO SEIXAS RORATO
0138258,HILBERT GEHRES
0138266,JOAO ANTONIO EIDT
0138274,JOAO CARLOS GHELLAR
0138282,JOSE CARLOS SALOMAO
0138290,JOSE EDSON TONETO
0138304,JOSE NOWICKI MUSTAFA
0138312,LEILA IUVA DE MELLO
0138320,LILIANE BORGES SANCHEZ
0138339,LOI ROQUE BIACCHI
0138347,LUIZ CARLOS ANTUNES CAVALHEIRO
0138355,LUIS CLAUDIO MADUREIRA
0138363,LUIZ FURTADO FABRICIO
0138371,MARCELO RANIERI FRANTZ
0138398,MINGLAN MANFRO RORATO
0138401,NEWTON DE OLIVEIRA MIRANDA
0138428,PAULO FRANCISCO AZEREDO
0138436,RENATO SALZANO
0138444,ROLANDO LUIZ STÜMPFLE
0138452,ROSE MARI GONÇALES MARTINS
0138460,JOAO BATISTA DE ALMEIDA FLORES
0138479,WALTER JOSÉ DA SILVA JUNIOR
0138487,ISLEY ANGELITA MEDEIROS GOETTMS
0138495,PS - CENTRAL - SÃO LUIZ GONZAGA
0138509,PS - DUQUE DE CAXIAS
0138517,PS - VILA MÁRIO
0138525,PS - RINCÃO DOS PINTOS
0138533,PS - SÃO LOURENÇO
0138541,PS - SANTA INÊZ
0138568,PS - CAPELA SÃO PAULO
0138576,PS - AFONSO RODRIGUES
0138584,PS - RINCÃO SÃO PEDRO
0138592,CONS ODONT PRESÍDIO
0138606,CONS ODONT LAR ESCOLA
0138614,UNIDADE MÓVEL - SMS SÃO LUIZ GONZAGA
0138622,PS - BAIRRO DA GAÚCHA
0138630,PS - CENTRO DE CONVIVÊNCIA BONVIVER
0138649,PS - TIMBAÚVA
0138657,PS - ESQUINA PIRATINI
0138665,PS - SÃO JOAQUIM
0138673,PS - IVAÍ
0138681,PS - UNIDADE SANITARIA DE CAIBATÉ
0138703,PS - RINCÃO DOS CORREAS
0138711,PS - SERRINHA URUBUCARÚ
0138738,PS - RINCÃO DOS BRUM
0138746,PS - BAIRRO BRASILIA
0138754,PS - URI
0138762,PS - DEZESSEIS DE NOVEMBRO
0138770,PS - ESCOLA CARLOS KRUEL
0138789,NAP - NUCLEO DE ATENDIMENTO PSICOSSOCIAL - ENTRE IJUIS
0138797,UNIDADE MOVEL - ENTRE IJUIS
0138800,PS - BAIRRO ESPERANÇA
0138819,PS - SANTA TEREZA
0138827,PS - LINHA HARMONIA
0138835,PS - LINHA PORTO ALEGRE
0138843,PS - LINHA BOM ASILO
0138851,CESAR UILSON GOETTENS
0138878,CS - SMS VITÓRIA DAS MISSÕES
0138886,HOMERO DIAS BAPTISTA
0138894,PS - PIRAPÓ - SEDE
0138908,PS - TRAVESSÃO NACIONAL
0138916,PS - LINHA FIGUEIRA
0138924,CONS ODONT - ESCOLA HENRIQUE SOMMER
0138932,PS - LINHA SECÇÃO D
0138940,PS - LINHA SALTINHO
0138959,PS - LINHA DO RIO
0138967,PS - LINHA LARANJEIRA
0138975,PS - SOBRADO
0138983,ODONTOMÓVEL SMS ROQUE GONZALES
0138991,PS - RINCÃO VERMELHO
0139009,PS - GRAMADO
0139017,PS - CABECEIRA DO PALMEIRA
0139025,PS - LIMEIRA
0139033,PS - DONA OTILIA
0139041,CS - SMS SETE DE SETEMBRO
0139068,CS - SMS BOSSOROCA
0139076,CS - SMS UBIRETAMA
0139084,PS - FLORESTA
0139092,PS - RINCÃO DOS SARGENTOS
0139106,PS - RINCÃO DO MEIO
0139114,PS - CERRO DO OURO
0139122,PS - RINCÃO DOS MIRANDAS
0139130,PS - SÃO JOSÉ
0139149,PS - VILA SANTA ROSA
0139157,PS - SÃO JOÃO DAS MISSÕES
0139165,NAP - NUCLEO DE ATENDIMENTO PSICOSSOCIAL - SÃO MIGUEL
0139173,UNIDADE MOVEL - SMS SÃO MIGUEL DAS MISSÕES
0139181,PS - SÃO NICOLAU
0139203,PS - SANTO IZIDRO
0139211,CONS ODONT - COLEGIO ESTADUAL ATHAYDE P MARTITNS - UBIRETAMA
0139238,PS - ESQUINA REDIM
0139246,HOSPITAL SANTO ÂNGELO
0139254,HOSPITAL SÃO LUIZ GONZAGA
0139262,ELVIO ANTONIO GOMES
0139270,CÉLIO JOSÉ BRONDANI
0139289,ALBA MARILENE QUADROS MENEZES
0139297,JOSÉ LUIZ STEIN
0139300,SINDICATO DOS TRABALHADORES RURAIS DE CERROLARGO
0139319,IARA LUCIA SAUSEN DE FREITAS
0139327,SINDICATO DOS TRABALHADORES RURAIS DE GUARANI DAS MISSÕES
0139335,NADIR MARIA KARLEC JASKULSKI
0139343,EDMAR SOMMER
0139351,RENATO PEDRO NEDEL
0139378,DANILO CORNÉLIO LENZ
0139386,ALBA REGINA ZBOROWSKI
0139394,ANGELA MARIA GUELLER ZARDIN
0139408,ARNO SCHEIBNER GEIER
0139416,CRISTIANO DE OLIVEIRA MARCONDES
0139424,EDUARDO BERWANGER
0139432,FABIANA IZOLAN
0139440,FLÁVIO SCHMIDT
0139459,ISAIAS PICCOLI SCHNEIDER
0139467,JOÃO VITORINO ZARDIN
0139475,JOSÉ JUSKA
0139483,LEANDRO LUIS DUMKE
0139491,LISIANE VALANDRO
0139505,LUIZ CARLOS SANTOS SILVA
0139513,LUIS ROBERTO SCHOLL
0139521,MARIA LUIZA MENA BARRETO S. BERNARDI
0139548,ROBERTO DOS SANTOS HOCHHEIM
0139556,RODRIGO TONETTO
0139564,ADIR CESAR ALVES
0139572,PORFIRIO DE SOUZA ANTUNES
0139580,ARNO JACOBS
0139599,NEWTON DA LUZ FERNANDES
0139602,DEJALMIR SOMMER
0139610,ANA REGINA BELMONTE OLIVEIRA
0139629,NORBERTO CERVO
0139637,FERNANDO SILVA QUEIRÓZ
0139645,PAULO ROBERTO SILVA DIAS
0139653,CARLOS PAUTES BATISTA
0139661,ALCIDES AUGUSTO ROSSATO
0139688,UNIMED MISSÕES
0139696,HOSPITAL  SANTA  ISABEL
0139718,LABORATÓRIO PORFIRIA M T NASCIMENTO
0139726,LABORATÓRIO NELSON BIRRER
0139734,LABORATÓRIO KLIEMANN
0139742,LABORATÓRIO CLINISUL
0139750,LABORATÓRIO SANTO ÂNGELO
0139769,LABORATÓRIO OSWALDO CRUZ
0139777,LABORATÓRIO LICHT
0139785,LABORATÓRIO BIOMÉDICO TERRA
0139793,FISIOTERAPIA MEDFIS
0139807,FISIOTERAPIA SANTA MARIA
0139815,SINDICATO DOS BANCARIOS DE SANTO ÂNGELO
0139823,HOSPITAL DE CARIDADE NOSSA SENHORA DAS GRAÇAS
0139831,HOSPITAL ROQUE GONZALES - CAIBATÉ
0139858,HOSPITAL SANTA TEREZA - GUARANI DAS MISSÕES
0139866,HOSPITAL POLICLINICA SANTO INÁCIO
0139874,PRONTO SOCORRO MAUÁ
0139882,CLÍNICA RENAL DR GATZ
0139890,LABORATÓRIO HEMOCLIN - RODRIGO R DOS SANTOS
0139904,LABORATÓRIO BIOLABOR
0139912,LABORATÓRIO SANTA CLARA
0139920,FISIOTERAPIA ANA HELENA PIRES
0139939,FISIOTERAPIA  FISIOCLIN
0139947,FISIOTERAPIA REABILITA
0139955,LABORATÓRIO ANÁLISES CLÍNICAS SANTANA
0139963,LABORATORIO SERGIO BALBUENO DA LUZ
0139971,LABORATÓRIO SANTA LUZIA
0139998,LABORATÓRIO BIOCLINICO
0140007,LABORATÓRIO DALLA CORTE
0140015,LABORATÓRIO DE ANÁLISES CLINICAS SÃO LUCAS
0140023,LABORATÓRIO SÃO MIGUEL
0140031,LABORATÓRIO BIOCLINICO ANTONIO CARAZZO
0140058,LABORATÓRIO POMPÉIA
0140066,LABORATÓRIO MATTES
0140074,LABORATORIO SANTA RITA
0140082,LABORATÓRIO SANTO ANTONIO
0140090,CS - SMS SANTO ÂNGELO
0140104,CLÍNICA IMAGEM
0140112,IDISA - HNSL
0140120,IDISA - NICANOR
0140139,CLÍNICA RADIOLÓGICA DR SERGIO JASKULSKI
0140147,MAXIMAGEM
0140155,CENTRO DE ECOGRAFIA MISSÕES
0140163,IDISA - HNSL
0140171,IDISA - HSA
0140198,CLÍNICA IMAGEM - MED
0140201,LABORATÓRIO REGIONAL - FEPPS - SANTO ÂNGELO
0140228,LABORATÓRIO MISSÕES
0140236,PS - BAIRRO BRAGA
0140244,PS - BAIRRO CASTELARIM
0140252,PS - BAIRRO DIDO
0140260,PS - BAIRRO GARIBALDI CARRERA MACHADO
0140279,PS - BAIRRO HALLER
0140287,PS - BAIRRO SÃO CARLOS
0140295,PS - BAIRRO SEPÉ
0140309,PS - BAIRRO SUBUSCKI
0140317,CS - APOIO A GESTANTE - SANTO ÂNGELO
0140325,PS - CENTRO SOCIAL URBANO
0140333,PS - COMANDAÍ
0140341,PS - RINCÃO DOS RORATTOS
0140368,CAPS - CENTRO DE ATENÇÃO PSICOSSOCIAL SANTO ÂNGELO
0140376,PS - BAIRRO ROGOWSKI - MANOEL GOMES
0140384,HOSPITAL NOSSA SENHORA DE LOURDES
0140392,PS - BAIRRO ASSISTENCIAL BRAGA
0140406,PS - BARRA SÃO JOÃO
0140414,PS - RESTINGA SECA
0140422,PS - LAGEADO CERNE
0140430,PS - RINCÃO DOS MENDES
0140449,PS - CRISTO REI
0140457,PS - ATAFONA
0140465,PS - DISTRITO UNIÃO
0140473,PS - TRES SINOS
0140481,PS - RINCÃO DO SOSSEGO
0140503,PS - BURITI
0140511,INSTITUTO DE ANATOMIA PATOLÓGICA DAS MISSÕES
0140538,LABORATÓRIO CLINICO PILTZ
0140546,MANOEL DO NASCIMENTO AQUINO
0140554,VOLNEI SELMAR TEIXEIRA
0140562,HOSPITAL SAO CARLOS
0140570,HOSPITAL SAO JOSE
0140589,HOSPITAL BOM JESUS
0140597,HOSPITAL BENEFICENTE SAO PEDRO CANISIO
0140600,HOSPITAL BENEFICENTE SAO ROQUE
0140619,HOSPITAL SAO ROQUE
0140627,HOSPITAL UNIMED DE FELIZ
0140635,HOSPITAL FATIMA FLORES DA CUNHA
0140643,HOSPITAL SAO PEDRO
0140651,HOSPITAL ARCANJO SÁO MIGUEL
0140678,SOCIEDADE BENEFICENTE MANOEL FRANCISCO GUERREIRO
0140686,HOSPITAL SAO JOAO BATISTA
0140694,HOSPITAL NOSSA SENHORA DA OLIVEIRA
0140708,HOSPITAL COMUNITARIO SAO PEREGRINO LAZZIOZI
0140716,HOSPITAL TACCHINI
0140724,POSTO DE SAUDE DE VILA FLORES
0140732,POSTO DE SAUDE MUNICIPAL DE ALTO FELIZ
0140740,POSTO DE SAUDE DE ANTONIO PRADO
0140759,POSTO DE SAUDE APARECIDA
0140767,POSTO DE SAUDE 21 DE ABRIL
0140775,POSTO VILA SANTANA
0140783,CENTRO DE SAUDE DE BOM JESUS
0140791,POSTO DE SAUDE 27 DA BOA VISTA
0140805,POSTO DE SAUDE SAO LUIZ DE CASTRO
0140813,POSTO DE SAUDE DE SAO JOSE DE CASTRO
0140821,CENTRO DE SAUDE
0140848,PRONTO ATENDIMENTO MEDICO 24 HORAS
0140856,UNIDADE DE SAUDE CENTRAL
0140864,UNIDADE MOVEL DE SAUDE
0140872,U NIDADE SANITARIA CONCEICAO
0140880,UNIDADE MOVEL
0140899,UNIDADE SANITARIA SAO ROQUE
0140902,UNIDADE SANITARIA PROGRESSO
0140910,POSTO DE SAUDE MUNICIPAL
0140929,UNIDADE  DE SAUDE FARIA LEMOS
0140937,UNIDADE SANITARIA SAO PEDRO
0140945,POSTO DE SAUDE TUIUTY
0140953,UNIDADE DE SAUDE VILA NOVA
0140961,UNIDADE DE SAUDE MENTAL
0140988,UNIDADE DE SAUDE ZONA SUL
0140996,POSTO DE SAUDE 15 DA GRACIEMA
0141003,POSTO DE SAUDE SAO VALENTIM
0141011,UNIDADE DE SAUDE CAIC-ZATT
0141038,VIGILANCIA SANITARIA BG
0141046,UNIDADE SANITARIA CENTRO SOCIAL URBANA
0141054,UNIDADE MOVEL RURAL
0141062,UNIDADE SANITARIA EX-INAMPS-PAM
0141070,UNIDADE SANITARIA CENTRAL
0141089,VIGILANCIA SANITARIA
0141097,UNIDADE SANITARIA 1 DE MAIO
0141100,UNIDADE SANITARIA MEDIANEIRA
0141119,UNIDADE SANITARIA CINQUENTENARIO
0141127,UNIDADE SANITARIA INDUSTRIAL
0141135,CENTRO SOCIAL URBANO
0141143,CENTRO DE SAUDE
0141151,POSTO DE SAUDE VILA BORGES
0141178,CENTRO MEDICO MUNICIPAL
0141186,POSTO SOBOPA
0141194,POSTO DE SAUDE KENNEDY
0141208,COHAB
0141216,POSTO DE SAUDE MUNICIPAL DO KM 4
0141224,POSTO DE SAUDE BELA VISTA
0141232,POSTO DE SAUDE SANTA TERESINHA
0141240,UNIDADE SANITARIA SEDE
0141259,POSTO SANTA LUIZA
0141267,CENTRO DE SAUDE
0141275,POSTO ARCO VERDE
0141283,POSTO CINCO DA BOA VISTA
0141291,POSTO SANTO ANTONIO DE CASTRO
0141305,POSTO DE SAUDE COTIPORA
0141313,POSTO DE SAUDE DE LAJEADO BONITO
0141321,UNIDADE DE VIGILANCIA SANITARIA
0141348,CAPS
0141356,POSTO DE SAUDE DE DOIS LAJEADOS
0141364,UNIDADE SANITARIA DE ESMERALDA
0141372,AMBULATORIO SANTO ANTONIO
0141380,UNIDADE SANITARIA
0141399,HOSPITAL DR ORLY LABARTHE ALVES
0141402,POSTO ARROIO FELIZ
0141410,POSTO DE SAUDE DE ESCADINHAS
0141429,AMBULATORIO MUNICIPAL DE SAUDE
0141437,POSTO DE SAUDE COMUNITARIA
0141445,POSTO DE SAUDE IRMA BENEDITA ZORZI - UNIDADE OTAVIO ROCHA
0141453,POSTO DE SAUDE
0141461,POSTO DE SAUDE CENTRAL
0141488,POSTO DE SAUDE SAO JOSE DE COSTA REAL
0141496,POSTO DE SAUDE TAMANDARE
0141518,POSTO DE SAUDE MARCORAMA
0141526,POSTO DE SAUDE CHACARAS
0141534,CENTRO DE SAUDE SAO FRANCISCO
0141542,POSTO DE ATENDIMENTO MEDICO - PAM
0141550,POSTO DE SAUDE DO CENTRO
0141569,POSTO DE SAUDE PIRATINI
0141577,POSTO DE SAUDE JARDIM
0141585,POSTO DE SAUDE VARZEA GRANDE
0141593,POSTO DE SAUDE CAIC
0141607,POSTO DE SAUDE DA FLORESTA
0141615,POSTO DE SAUDE CARNIEL
0141623,UNIDADE DE VIGILANCIA SANITARIA
0141631,POSTO DE ATENDIMENTO MEDICO
0141658,UNIDADE SANITARIA CENTRAL
0141666,POSTO DE SAO JOSE
0141674,CENTRO SOCIAL URBANO
0141682,POSTO SANTO ANDRE
0141690,POSTO PROMORAR
0141704,VIGILANCIA SANITARIA
0141712,POSTO DE SAUDE DE VILA SEGREDO
0141720,POSTO DE SAUDE DE SAO PAULINO
0141739,UNIDADE SANITARIA DE IPE
0141747,HOSPITAL SAO PEDRO
0141755,UNIDADE SANITARIA DE LINHA NOVA
0141763,POSTO DE SAUDE DE MONTE BELO DO SUL
0141771,SINDICATO DOS TRABALHADORES RURAIS DE MONTE BELO DO SUL
0141798,CENTRO DE SAUDE DE NOVA ARACA
0141801,POSTO DE SAUDE DE NOVA PADUA
0141828,POSTO DE SAUDE POVOADO ZANETTI
0141836,CENTRO DE SAUDE DE NOVA BASSANO
0141844,UNIDADE DE VIGILANCIA SANITARIA
0141852,UNIDADE MOVEL DE SAUDE
0141860,POSTO DE SAUDE MENTAL
0141879,POSTO DE SAUDE SAO JOAO BOSCO
0141887,POSTO DE SAUDE DE NOVA PRATA
0141895,UNIDADE DE VIGILANCIA SANITARIA
0141909,CENTRO DE ATENCAO PSICO SOCIAL - CAPS
0141917,CENTRO DE SAUDE IRMA BENEDITA ZORZI-UNIDADE AVANCADA
0141925,POSTO DE SAUDE VALE DO CAI
0141933,POSTO DE SAUDE PINHAL ALTO
0141941,POSTO DE SAUDE CENTRO
0141968,CENTRO DE ATENDIMENTO AO EDUCANDO MUNICIPAL
0141976,GABINETE ODONTOLOGICO ESCOLA MUNICIPAL PRESIDENTE DUTRA
0141984,GABINETE ODONTOLOGICO ESCOLA MUNICIPAL SEN. TEOTONIO VILELA
0141992,GABINETE ODONTOLOGICO ESCOLA MUNICIPAL SANTA CRUZ
0142018,UNIDADE BASICA DE SAUDE DE NOVA ROMA DO SUL
0142026,GABINETE ODONTOLOGICO DO COLEGIO ESTADUAL NOVA ROMA
0142034,POSTO DE SAUDE DE PARAI
0142042,VIGILANCIA SANITARIA
0142050,U S PICADA CAFE
0142069,ESCOLA DECIO MARTINS COSTA
0142077,POSTO DE SAUDE DE PROTASIO ALVES
0142085,UNIDADE SANITARIA DE SANTA TEREZA
0142093,POSTO DE SAUDE SAO JORGE
0142107,UNIDADE DE SAUDE SAO JOSE DOS AUSENTES
0142115,POSTO DE SAUDE DA BOAVENTURA
0142123,POSTO DE SAUDE DA VARZEA
0142131,POSTO DE SAUDE DE SAO GONCALO
0142158,POSTO DE SAUDE SILVEIRA
0142166,UNIDADE SANITARIA SAO VENDELINO
0142174,POSTO DE SAUDE DE VISTA ALEGRE DO PRATA
0142182,HOSPITAL BENEFICENTE NOSSA SENHORA DE LOURDES
0142190,POSTO DE SAUDE
0142204,POSTO DE SAUDE PEQUENO OPERARIO
0142212,POSTO DE SAUDE DO BAIRRO INDUSTRIAL
0142220,POSTO DE SAUDE PEDRAS BRANCAS
0142239,AMBULATORIO MUNICIPAL DE VALE REAL
0142247,POSTO DE SAUDE AGUAS DE ARROIO DO OURO
0142255,POSTO DE SAUDE ARROIO DO OURO
0142263,MORRO GAUCHO  1 POSTO AVANCADO
0142271,MORRO GAUCHO 2 POSTO AVANCADO
0142298,CENTRO DE SAUDE DE VERANOPOLIS
0142301,ODONTO MOVEL
0142328,UNIDADE DE VIGILANCIA SANITARIA
0142336,HOSPITAL BENEFICENTE NOSSA SENHORA DA SAUDE
0142344,HOSPITAL BENEFICENTE SAO PEDRO
0142352,HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA
0142360,HOSPITAL NOVA PETROPOLIS
0142379,HOSPITAL BENEFICENTE SAO JOAO BOSCO
0142387,LABORATORIO DE ANALISES CLINICAS PANIZ MEDEIROS
0142395,LABORATORIO VITACLIN
0142409,MANICA LAB
0142417,EQULIBRIO CLINICA DE FISITERAPIA
0142425,MANICACLIN ECOGRAFIA GERAL VIDEO-ENDOSCOPIA LTADA
0142433,INSTITUTO RADIOLOGICO BG LTDA
0142441,LABORATORIO RAMIRO BARCELOS
0142468,LABORATORIO CASAGRANDE
0142476,LABORATORIO CHAMPAGNAT
0142484,LABORATORIO DE ANALISES CLINICAS TOMAZZI LTDA
0142492,LABORATORIO NOSSA SENHORA DE FATIMA
0142506,CLINICA MEDICA E ANALISES CLINICAS FRACASSO
0142514,LAF ANALISES CLINICAS
0142522,RADICLIN
0142530,LABORATORIO FARROUPILHA
0142549,PRO ANALISE LABORATORIO DE ANALISES CLINICAS
0142557,LABORATORIO DE ANALISES CLINICAS PASTEUR
0142565,CENTRO DE FRATURAS FARROUPILHA
0142573,CLINICA IMAGEM
0142581,O. R. OBSTETRAS REUNIDOS
0142603,ROSSLER DIAGNOSTICOS POR IMAGEM
0142611,CIDI
0142638,PBA CLINICAS ODONTOLOGICAS
0142646,JOSE JONAS ALVES MACHADO CIA LTDA
0142654,CLAUDIO YUNJI HASSEGAWA
0142662,THEO TASSILO SCHLATTER
0142670,RADIOLOGIA TOIGO
0142689,B S BIOSAUDE CLINICA DE FISIOTERAPIA
0142697,LABORATORIO VITACLIN LTDA
0142700,LABORATORIO FLORES DA CUNHA LTDA
0142719,LABORATORIO NET LAB LTDA
0142727,LABORATORIO FARROUPILHA LTDA
0142735,LABORATORIO ALFA
0142743,LABORATORIO CASAGRANDE
0142751,CLINICA ULTRAIMAGEM
0142778,RADICLIN CLINICA DE RADIODIAGNOSTICOS
0142786,BIO DIAGNOSTICO
0142794,SERMED CLINICA DE DIAGNOSTICO
0142808,ANACLIN
0142816,LABORATORIO VIDAS
0142824,LABORATORIO HERNANDEZ DE ANALISES CLINICAS LTDA
0142832,DV ECO LTDA
0142840,CLINICA DR. EDSON COLTRO
0142859,LABORATORIO NOVA PETROPOLIS
0142867,LABORATORIO PRO CLINICA
0142875,MULTIEXARES
0142883,WILSON DA SILVA HERNANDEZ E CIA LTDA
0142891,ECO IMAGEM LTDA
0142905,SERVICO DE HEMOTERAPIA PRATENSE LTDA
0142913,LABORATORIO SAO JOSE
0142921,LABORATORIO ANALISE
0142948,LABORATORIO PEREIRA
0142956,LABORATORIO CARLOS CHAGAS
0142964,LABORATORIO VERANENSE LTDA
